review,sentiment,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,pred_label
i'm on my Closing duTy tonite.. HUH wish i could watch U baby.. ,NEGATIVE,,,,,,LABEL_0
Bahh...just finished seeing Up and having a burger Beck's Prime. Realized that I'm late getting my tux back to the rental place = 20 fee ,NEGATIVE,,,,,,LABEL_0
 sun burnt. feckkk! my face hella hurts.,NEGATIVE,,,,,,LABEL_0
we got A LOT done is practice today. ,NEGATIVE,,,,,,LABEL_0
@benclatworthy Well... same   Though i have not done much revision 2day,POSITIVE,,,,,,LABEL_0
#3wordsaftersex Astaghfirullah Al Adzim!!   ,NEGATIVE,,,,,,LABEL_0
party!!! ,POSITIVE,,,,,,LABEL_0
@rutitoottoots Ah well as I only have 28 it's not such a problem with me. I do appreciate the personal touch though   x,POSITIVE,,,,,,LABEL_0
"Hmmph, I need a new digital camera ",NEGATIVE,,,,,,LABEL_1
off to work w/out georgie.. we'll never get back to base on time now that he's out of work ,NEGATIVE,,,,,,LABEL_0
where is evrybody ? ,NEGATIVE,,,,,,LABEL_0
"finally finished typing!!!! Woohoooo  , still need to add graphs though ",NEGATIVE,,,,,,LABEL_0
just flew over dallas in a helicoptor! and got really sick ,NEGATIVE,,,,,,LABEL_1
"They got a new rule to where only one person can leave at a time,so i have to eat lunch all alone ",NEGATIVE,,,,,,LABEL_1
I need a weekend from the weekend. I'm so tired.   Time with my Grammie was great.,POSITIVE,,,,,,LABEL_0
Again staying back  . After moving to new group I am almost in office for more than 10 hours ... Missing Library a lot ...,NEGATIVE,,,,,,LABEL_0
@paulpuddifoot luck u a whole week off ,NEGATIVE,,,,,,LABEL_0
@lechatsavant I want the Horny Manatee to come back SO BADLY.  Also S&amp;M Lincoln and the Masturbating Bear.  I MISS THEM SO DAMN MUCH. ,NEGATIVE,,,,,,LABEL_0
"@jessalexander Unfortunately, no; my only day off is Thursday ",NEGATIVE,,,,,,LABEL_0
"Finished work and about to have dinner! Glad got Green Day tickets yesterday for October, wheeeey ",POSITIVE,,,,,,LABEL_0
about to leave the park going for fast food i wish we were going to ice cream w/ cc &amp; denis instead tho ugh summer or fall till i see him ,NEGATIVE,,,,,,LABEL_0
why is that when I sit here and listen to music my mind thinks about too many things and then I get lost completely ,NEGATIVE,,,,,,LABEL_1
"Aww @holloh  i used to do that when i was little, not so much now ;) haa. Lazy shiit. ",NEGATIVE,,,,,,LABEL_0
"One last final, my boys felt their first real shake ",POSITIVE,,,,,,LABEL_1
"@mikeg5150 I know I was wtching the game with my son, then switched over to the astros....who r also losing!  ",NEGATIVE,,,,,,LABEL_0
It's never going to stop raining! No umbrella ,POSITIVE,,,,,,LABEL_0
Is very sick and wishes she was playing with my friends ,NEGATIVE,,,,,,LABEL_1
"@yulzrulz i cant view the degree show, says its private  . i cant wait to seeee it",NEGATIVE,,,,,,LABEL_0
Hmmm looks like istockphoto have put up there prices significantly ,NEGATIVE,,,,,,LABEL_0
i am eating fried chicken.  ,NEGATIVE,,,,,,LABEL_0
"Time to rest, it felt like a long day ",NEGATIVE,,,,,,LABEL_0
I have no energy  I'm dyin...,NEGATIVE,,,,,,LABEL_0
"i miss hamish, it feels weird not being able to see him tomorra.  i am excited about going to see a day to remember soon though. ",POSITIVE,,,,,,LABEL_1
is not suceeding in her first freecycle transaction. The guy has 5 mins to get here to collect before I need to go out ,POSITIVE,,,,,,LABEL_0
"@eimajuno Hey, you don't have to be sorry! Absolutely understandable; I was just poking at you a little. ",POSITIVE,,,,,,LABEL_0
@wimjimjam is it a big project? What arses you get a small break AND homework ,NEGATIVE,,,,,,LABEL_0
noo. sick of it all ,NEGATIVE,,,,,,LABEL_1
@DannyjClayton i dont drink coffee its kinda YUK :p *crazy is my middle name* BAHAHAHAHAHA ,NEGATIVE,,,,,,LABEL_0
"Beloved, Where are you   tweet, tweet",POSITIVE,,,,,,LABEL_1
this summer is gonna suck. who am i gonna go dumb with if its not my twin? ,NEGATIVE,,,,,,LABEL_0
"@replete cool man, thanks for mentioning sencss! ",POSITIVE,,,,,,LABEL_0
just got home from church. ,POSITIVE,,,,,,LABEL_0
nice day ,POSITIVE,,,,,,LABEL_1
super bored...rainy night again good to sleep but cant fall asleep ,NEGATIVE,,,,,,LABEL_0
ems + inheritance = ,POSITIVE,,,,,,LABEL_0
"@phoebegeorgina As an adult / guest member of blogTV, you are not permitted to enter the show pages of blogTV Junior members. ",NEGATIVE,,,,,,LABEL_0
&quot;How to act like a Rapper 101&quot; Wake up to pounds of choke and GUNs like T.I... :/ I got MAD water guns... Does that count? FAILED damn! ,NEGATIVE,,,,,,LABEL_0
looks like Ferrari will still be pointless at the end of chinese GP ,NEGATIVE,,,,,,LABEL_0
@Ginger_Leigh Morning! Hope your day is fabulous ,POSITIVE,,,,,,LABEL_0
@enjoem Its sooooooooo good. Wish I could be the sunshine in your life ,POSITIVE,,,,,,LABEL_0
@TaLisaDuhhh you stopped followin me? ,NEGATIVE,,,,,,LABEL_0
Trying to get tired enough to go back to bed ,NEGATIVE,,,,,,LABEL_1
getting the kids ready to go to grans for a sleepover...wine ahoy this evening.!!! wey hey..!!! but not looking forward to working 2moro ,NEGATIVE,,,,,,LABEL_0
going home now...boo  but i'm sure my followers won't mind..i'll finally stop flooding hah #mmwanted,NEGATIVE,,,,,,LABEL_0
Wants to do something fun.! But can't!  Because it's hard to have fun if no one is here to do anything or have any fun with you!,NEGATIVE,,,,,,LABEL_0
Ughh  -- Disappointed once again.,NEGATIVE,,,,,,LABEL_0
@jason_mraz http://twitpic.com/4iq19 - popcorn crazy dude and still adorable ,POSITIVE,,,,,,LABEL_0
"lovely shepards pie for lunch...feeling a bit full, but re-fueled for busy afternoon. sun's trying to come out too ",NEGATIVE,,,,,,LABEL_0
"Thanks tornado warning, for the sleepless night. camp should be fun with no sleep tomorrow! not...ugh.  see you saturday, world.",POSITIVE,,,,,,LABEL_0
@hiyer Hey she's cute.  btw how's you?,POSITIVE,,,,,,LABEL_0
is not happy with &quot;X-Men Origins: Wolverine&quot; ... Truely awful CGI in places and a complete savaging of one of my favourite characters ,NEGATIVE,,,,,,LABEL_0
*sigh* Stinking twitter!!! I want to get DM texts so my phone can sing me a little jingle ,NEGATIVE,,,,,,LABEL_0
urgh 2oclock and i've done fuck all. Hate days like todaaaayyy D: ,NEGATIVE,,,,,,LABEL_0
"animal crossing, taking five, and a nice warm blanket.. exactly what i need right now. my toe/leg is killing me and so is my burnt thumb. ",NEGATIVE,,,,,,LABEL_0
@ATPWorldTour ... my heartaches for you Rafa.. ,POSITIVE,,,,,,LABEL_0
@djplayboy1 jealous! i never got my bbq from you ,NEGATIVE,,,,,,LABEL_0
I don't know what to do anymore. ,NEGATIVE,,,,,,LABEL_1
In sooooo much pain! What's wrong with me? ,NEGATIVE,,,,,,LABEL_0
Having a lazy day - all is good ,POSITIVE,,,,,,LABEL_0
my teeth have moved  two years of braces for no fucking reason!,NEGATIVE,,,,,,LABEL_0
just had an awesome Girl Scout Day at Dodger stadium with two awesome olympic athletes Joanna Hayes and Heather Bown!  And we won!  ,POSITIVE,,,,,,LABEL_0
@ericfstratton I love you uncle eric! Love kaylee!!!!!!!!! ,POSITIVE,,,,,,LABEL_0
I am so hungry  I hate not eating breakfast!,NEGATIVE,,,,,,LABEL_0
@MegFitz I can't have everything?  lol,NEGATIVE,,,,,,LABEL_0
@pocketedward baseball music  ? http://blip.fm/~4opuo,NEGATIVE,,,,,,LABEL_0
@danbyl You're welcome! ,POSITIVE,,,,,,LABEL_0
@unahealy not very summery today tho is it?  What you gonna wear?,NEGATIVE,,,,,,LABEL_0
"@JMoney__ Ahh, I'm so jealous! This is the first year we didn't make it out there  Bonnarroo instead..",POSITIVE,,,,,,LABEL_0
I should design a Twitter Cake. Bet it would taste Tweetalicious ,NEGATIVE,,,,,,LABEL_0
"morning, crazy hair, toast, work ",POSITIVE,,,,,,LABEL_1
"someone talk, Bex has passed out, scotts downstairs and my sisters hungover. and the remanders of peple just left... ",NEGATIVE,,,,,,LABEL_0
My computer savings is goin down ,NEGATIVE,,,,,,LABEL_0
@MorganSR aww sad that I missed the Transformers 2 screening with you  Glad to hear that you liked it though!,NEGATIVE,,,,,,LABEL_0
Didn't make the park today  spent too long playing out the back garden with Daniel. Getting wig snipped now before going out on the razz!,NEGATIVE,,,,,,LABEL_0
It is physically impossible for pigs to look up into the sky. ,NEGATIVE,,,,,,LABEL_0
I wish I could wash my car...Dekalb Co still @ LvL 4 watering restrictions.  ,NEGATIVE,,,,,,LABEL_0
@Xaan I'm having trouble viewing it as well on you tube for some reason ,NEGATIVE,,,,,,LABEL_0
WOW! What a wonderful birthday morning. Do wish the fog and drizzle would go away though. No mail for two days again ,POSITIVE,,,,,,LABEL_0
Think the honeymoon with twitter is over. ,NEGATIVE,,,,,,LABEL_0
"ugh, the sims 3 comes out on the 2nd of june and i'm broke  boo no fair",NEGATIVE,,,,,,LABEL_1
@Deefend it's a good thing your avatar has his sunglasses on ,POSITIVE,,,,,,LABEL_0
Doesn't feel like working out.  @ 12th Street Gym http://loopt.us/OGqB5w.t,NEGATIVE,,,,,,LABEL_0
@Chrissymarsh Omg I was just about to text you saying that it turns out I can't go either! I have to work Saturday AND Sunday now. FML. ,NEGATIVE,,,,,,LABEL_0
"@BlessTheApple yes madam' for some silly reason, entourage decided that even though I clearly said 11/27, it kept on 11/28. Fixed though ",NEGATIVE,,,,,,LABEL_0
@baxiabhishek I don't mind Coke but only Pepsi available in office ,NEGATIVE,,,,,,LABEL_0
twenty minutes later my yoga teacher has still not shown up.  yoga fail.  ,NEGATIVE,,,,,,LABEL_0
@felicityafrench noooo you poor thing ,NEGATIVE,,,,,,LABEL_0
"@CookiieMonstaar As usual, South Africa is non-existent! I am seriously so close to running away!  I seriously hate living here!",NEGATIVE,,,,,,LABEL_0
So confused ,NEGATIVE,,,,,,LABEL_0
@scenariogirl I know one dog friendly office  We are working there. ,NEGATIVE,,,,,,LABEL_0
"not looking forward to going to college again tomoz, for leavers thing!!! ",NEGATIVE,,,,,,LABEL_0
Watching Gossip Girl. ,POSITIVE,,,,,,LABEL_0
I'm happy  finally got my twitter page the way i've been wanting it ?,POSITIVE,,,,,,LABEL_0
Im awake! Its 5:25! I will not be late ,POSITIVE,,,,,,LABEL_0
Just off work. Tired as balls ,NEGATIVE,,,,,,LABEL_1
"OMG, They're announcing the winner after the break! I've a feeling Stavros Flately will do really well ",POSITIVE,,,,,,LABEL_0
NOT enjoying the good wheater in Holland because of schoolwork ,NEGATIVE,,,,,,LABEL_0
"@RyanRoberts nope, no price for second place in the quiz ",NEGATIVE,,,,,,LABEL_0
Seeing screencaps from sad scenes of movies makes me sad ,NEGATIVE,,,,,,LABEL_0
Why doesn't csuf have any good electives! Ahhhhh ,NEGATIVE,,,,,,LABEL_0
@read_dan Thanks dude! Appreciate it ,POSITIVE,,,,,,LABEL_0
@dougiemcfly  come to my house ,NEGATIVE,,,,,,LABEL_0
shit. i just lost the game. ,NEGATIVE,,,,,,LABEL_0
@LexitronAvenue Have I missed you yet again?!?!?!?  xx,NEGATIVE,,,,,,LABEL_0
I am SOOO confused.  *,NEGATIVE,,,,,,LABEL_0
@nickihunter hehe ik but im listening to aquaso its ok ,POSITIVE,,,,,,LABEL_0
Yay me! I did good on my com final  I needa step up next semester forsure tho. No more distractions.,NEGATIVE,,,,,,LABEL_0
Damn this spring like weather is the bomb. Wish I wasn't sitting at this desk ,NEGATIVE,,,,,,LABEL_1
@rehna_tu @Ramkarthik hey there is some problem with internet connection.. gets connecting and disconnecting every 2 mins ,NEGATIVE,,,,,,LABEL_1
@gheorgia My father was busy to take me there ,NEGATIVE,,,,,,LABEL_0
@Tasleema R u serious?? I wish I would've known..I would've been there! I kno its bout 2 b ova...I'm tight! ,NEGATIVE,,,,,,LABEL_0
Not really feeling uncharted mp ,NEGATIVE,,,,,,LABEL_0
@MelCuddy Ahhh me too. SO excited for the razorlightness ,POSITIVE,,,,,,LABEL_1
"nothing annoys me more than when music vanishes off spotify  bye bye cassius, you shall be missed...",NEGATIVE,,,,,,LABEL_0
@Mcdimples MONGREL!! ,POSITIVE,,,,,,LABEL_0
@Tittch You haven't said good morning to me yet... ,NEGATIVE,,,,,,LABEL_0
They don't have mongo's in florida...I want mongo's. ,NEGATIVE,,,,,,LABEL_1
"I usually hate Loteria. But I won today, ha ha! I'm $2.35 richer! Woot woot! ",POSITIVE,,,,,,LABEL_0
"@brandonyost I think we use cameras for different things, ha! I already have two Canons, a p&amp;s and a Rebel XT. I don't knowwww ",NEGATIVE,,,,,,LABEL_0
All of you Cincinnati people should go see Repo shadowcast today 11:55pm @ the esquire. My fried @khrodez directs it. Possibly last show ,NEGATIVE,,,,,,LABEL_0
@ecesarrivera Turbo Tax works wonders! Good luck! ,POSITIVE,,,,,,LABEL_0
can't play The Sims 3 ,NEGATIVE,,,,,,LABEL_0
"o night at the museum was so cute ,,,,5 yrs later lol we had movie night me and the kiddos minus my boyfriend  o well more popcorn for us",POSITIVE,,,,,,LABEL_1
Feels like family is getting closer. I like it. Ps. NEED FLOURRRR! I have an itch to bake something ... ,POSITIVE,,,,,,LABEL_0
argh my eyes sting again ,NEGATIVE,,,,,,LABEL_0
@JoReynolds55 save some for me please ,POSITIVE,,,,,,LABEL_0
doesnt like seeing animals in cages ,NEGATIVE,,,,,,LABEL_0
@verwon I'm a lil tired from my move yesterday and would luv to longe and luxuriate on my balcony all day but I have 2 work all weekend ,NEGATIVE,,,,,,LABEL_0
Eating hotdogs ,POSITIVE,,,,,,LABEL_1
@StarEcoStation Missed karaoke to benefit Surdrider.  Pls advise next time. Thx!,NEGATIVE,,,,,,LABEL_0
I miss @jonfisher. He's away from his desk all day. No Twitter Talk. ,NEGATIVE,,,,,,LABEL_0
@theRealQuest yes yes someone broke my heart ,NEGATIVE,,,,,,LABEL_0
"gonna watch sniper (chinese movie w/ edison) i ono, looks stupid. goodnight all. gotta get up @ 630AM  for work  eww!",NEGATIVE,,,,,,LABEL_0
@MsTrecie Aww thank you mama! You know you're my boo ,POSITIVE,,,,,,LABEL_0
Damn it!!! That's it as much as I hate it I'm cheering 4 the lakers now ,NEGATIVE,,,,,,LABEL_0
Dughhhh .... Disuruh pulang ... ,NEGATIVE,,,,,,LABEL_0
Yard work = LOSE  ,NEGATIVE,,,,,,LABEL_0
@DeanJamesSmith Boo to that  Afraid I'm already out tomorrow.  Ah well - it was a nice attempt.,POSITIVE,,,,,,LABEL_0
@sylviebug  don't let it getchyoo down... and especially don't cut of your beautiful ear!,POSITIVE,,,,,,LABEL_0
"sad news, the Powermac at our Syna -studio blew up, and it's beyond repairing! ",NEGATIVE,,,,,,LABEL_0
Have to go to work in an hour ,NEGATIVE,,,,,,LABEL_0
@chris83 yay  hopefully my copier fixing skills from today will help!,POSITIVE,,,,,,LABEL_0
@mahony182 Just stay calm  I didnt have a clue either when i did them and I got a B. You will be fine. may the force be with youuu,POSITIVE,,,,,,LABEL_1
@jennyrountree Glad to hear it... Hooray for Jenny! ,POSITIVE,,,,,,LABEL_0
"OMG the 1st show of Kendra in the UK is 14th June and so is my fav tweeter, Alan Carr - I will lose sleep over this - HELP!      Freya xx",NEGATIVE,,,,,,LABEL_0
@undeuxtroisgo I HATE that! ,NEGATIVE,,,,,,LABEL_0
@YiyannaLive yo i want one of those lacefronts so bad lol but dont u hafta wear makeup? i dnt wear makeup ,NEGATIVE,,,,,,LABEL_0
"@roxycross Ok yeah, I'm drooling...mine are gonna take forever cuz I was sooo slow      I think I have 1 tiny tomato growing",NEGATIVE,,,,,,LABEL_1
i'm really liking this driving game ,POSITIVE,,,,,,LABEL_1
"Hey Guys I hope everyone had a good motherday, I had a awesome Day with my Mom. i love you Mommy ",POSITIVE,,,,,,LABEL_0
"@chrissieroyal i am not going  my colleague is going, lucky mare !",NEGATIVE,,,,,,LABEL_0
"@deerhuntn Glad it's beautiful in Topeka, too!    I miss you!",POSITIVE,,,,,,LABEL_0
@gabrieli Did they charge you for iPhone update? They are trying to charge me for iPod Touch update... ,NEGATIVE,,,,,,LABEL_0
"@BakaDaruku get peeps to vote it up, it's still really quite underscored  dunno if it's gonna be printeed yet man!",NEGATIVE,,,,,,LABEL_0
doesnt want to go to work..oh how the moaning begins ,NEGATIVE,,,,,,LABEL_0
"A's game tonight, bart is packed. And the guy behind me smells of rotting fish. YUMMY!!! ",NEGATIVE,,,,,,LABEL_0
"Is not actually IN Japan, but will  be in Aug  If his visa doesn't get declined for taking photos in the embassy. http://twitpic.com/5otdc",NEGATIVE,,,,,,LABEL_0
its so ugly and gloomy outside. where did the sun go? ,NEGATIVE,,,,,,LABEL_0
"@vicentemendoza agree  am still on ep10. oh well, i've heard about that suicide thingy too. that's sad. well, i ? yi jung-ga eul tandem!",NEGATIVE,,,,,,LABEL_0
my head lol ,NEGATIVE,,,,,,LABEL_0
"@heatherlynne09  trust me heather, you only know the right moment when its gone. Like mikaela said, set it up and shoot. ",NEGATIVE,,,,,,LABEL_0
Monkey class. Gotta love your flying mates... as' you are close  LOL,POSITIVE,,,,,,LABEL_0
oh how i wish it would stay sunny for longer ,NEGATIVE,,,,,,LABEL_1
Oh shnap Cleveland won ,POSITIVE,,,,,,LABEL_1
a mourning dove that was nesting in my rain gutter went away ,NEGATIVE,,,,,,LABEL_0
Stoma is really dragging me down today.It has caused me a lot of pain today.Consultants secretary is no help at all &amp; very uncaring.Sorry ,NEGATIVE,,,,,,LABEL_0
Shout out to @ClaudeKelly for inspiring me and BF to hop in the car after da Club and BLAST Tweet's Complain. THANX! ,POSITIVE,,,,,,LABEL_0
@RickWolff LOL! That's funny... I never got t-shirt offers when I &quot;fanned&quot; Captain Sullenberger ,POSITIVE,,,,,,LABEL_0
"@timmagaw Ahh, that does suck. Well, I hope it got better ",POSITIVE,,,,,,LABEL_0
@Zophar321 Oh sheesh. I hope everything's okay!  I'm sure it's fine.,POSITIVE,,,,,,LABEL_0
 Still worried about Adam.... Going to Ryan's for another attempt at a bonfire,NEGATIVE,,,,,,LABEL_1
@ColdHearted19 VANESSAAAAAAAAAAAA yay ,NEGATIVE,,,,,,LABEL_0
There is one thing that I do not like - Center party victory ,POSITIVE,,,,,,LABEL_0
Cleaning takes a long time ,NEGATIVE,,,,,,LABEL_0
@mamadrama I know how painful it is ... been there done that one  Glad it's improving ,NEGATIVE,,,,,,LABEL_0
time for a quick tweet! so busy with lots of exciting things in the pipeline ,POSITIVE,,,,,,LABEL_0
"Being good on a Saturday night-just reporting, not out partying and what do I get? My window to my room smashed, my house broken into FML ",NEGATIVE,,,,,,LABEL_0
Wish I could go back to sleep. Still tired ,NEGATIVE,,,,,,LABEL_0
"@MeghanAlanna yes i love manchester orchestra,and sigur ross. all the other bands ive never heard of but ill give them a listen. thanks ",POSITIVE,,,,,,LABEL_1
@mileycyrus is that what they call it? haha...'cause pretty sure I've been dealing with that same issue the past few weeks ,NEGATIVE,,,,,,LABEL_0
"Wow, lots of Hawaii state quarters around now.  Even some DCs.  But where are the Puerto Rico quarters?!  ",NEGATIVE,,,,,,LABEL_0
@malliboo mmkay sounds good ,POSITIVE,,,,,,LABEL_0
@pinkyxanna oh gosh  that sucks! hope you get SOME sleep.,NEGATIVE,,,,,,LABEL_0
the hell has the sun gone? ,NEGATIVE,,,,,,LABEL_0
"It is Saturday. Why is everything closed??  but but, am impulsive, why can't I be allowed to go with it?",NEGATIVE,,,,,,LABEL_0
@Remmm123 Its not a song silly  its Shakespeare (i think) how..erm...Romantic haha,NEGATIVE,,,,,,LABEL_1
"@LeeAnnAnderson @Hot4Donnie  @alias32 Hey girls, I don't think I will be able to make it after all  mom got a little mad.. it was spsd 2",NEGATIVE,,,,,,LABEL_1
good morning people.. i'm a bit early to office.. ,POSITIVE,,,,,,LABEL_0
@calinic26 I just found a cypress hill song by the same name. They just don't have the same class. ,NEGATIVE,,,,,,LABEL_0
Pitbull &quot;i know you want me&quot; ? http://twt.fm/116822 #musicmonday follow me ,NEGATIVE,,,,,,LABEL_0
@kienke1 That's why I mostly gave up on Astrology.  No matter how accurate a Birth Chart can describe me it's always wrong about ~love~.,NEGATIVE,,,,,,LABEL_0
who ever thought laying in bed would be so darn boring i want to go out somewhere ,NEGATIVE,,,,,,LABEL_0
@Ladybug_HUGS Sorry to hear it   Hang in there!!,NEGATIVE,,,,,,LABEL_0
damn stacyy you really LOVE miley huh!!!!&lt;333 how cute! ,POSITIVE,,,,,,LABEL_0
brother is annoying ,NEGATIVE,,,,,,LABEL_0
@pippa_loo me too  I like listening to rain when I don#t have to go out in it ,POSITIVE,,,,,,LABEL_0
Facebook ads suck  The ROI is about 1/20th of Google. Mostly accidental clicks. Spent hundreds of dollars with very low conversion.,NEGATIVE,,,,,,LABEL_1
"The neighbors were setting off fireworks last night. It took me half an hour to get the dog out from under the bed, he was so scared ",NEGATIVE,,,,,,LABEL_0
@sunshyne1202 i'm trying  i'd feel a lot better if i could quit right now tho.,NEGATIVE,,,,,,LABEL_0
@ddlovato where can we hear your new sooonnngg?? It's not on MySpace or YouTube  But anyway: congrats and can't wait to hear it!! &lt;3,NEGATIVE,,,,,,LABEL_0
Bout to lay it down! Gotta go back to work in the am...  Wish I could sleep in but oh well... Blessed to have a job! Gnite!,POSITIVE,,,,,,LABEL_0
"Colbert, Leno, Fallon, and next week Conan! Late night tv is awesome ",POSITIVE,,,,,,LABEL_0
Now broke my theme trying to sort it out  Have reverted to my old theme. Will sort out later. Nostalgia? - http://bit.ly/uByYX,NEGATIVE,,,,,,LABEL_0
@davidschwimmer   In the UK the only difference of summer/winter is warm and cold rain ,NEGATIVE,,,,,,LABEL_0
@cassidystarship whats poppin cassadinkle? i'd talk to you on msn but that would involve moving the mouse ,NEGATIVE,,,,,,LABEL_0
had so much fun DJing!!! Too bad it got shut down early ,NEGATIVE,,,,,,LABEL_0
i hate it when you choke on your M&amp;M cookies ,NEGATIVE,,,,,,LABEL_0
Never use the Internet for self-diagnosis. It just told me I'm pregnant ,NEGATIVE,,,,,,LABEL_0
ah. with mattie tomorrow! ,POSITIVE,,,,,,LABEL_0
"@winemedineme It has the largest circulation of any pub in the U.S. Once you turn 50, you're automatically entered into the AARP club ",POSITIVE,,,,,,LABEL_0
@allisonlodato YES PLEASEEEEE. i miss you  ps i'm bouts to text you,POSITIVE,,,,,,LABEL_1
i miss you sister ,POSITIVE,,,,,,LABEL_0
"Bummed to not be having dinner with the cool Esprit kids, so opting for Lebanese dinner with with fianc� instead  equally good though",POSITIVE,,,,,,LABEL_1
 there is a sad face. i missed so you  think you can dance last night!,NEGATIVE,,,,,,LABEL_0
@felicityfuller Fairly quiet weekend here. My son and his friend are both interested in the Skydiving ,POSITIVE,,,,,,LABEL_0
"@EmmaK67 Morning. Just a wee reminder that you're on Market Kitchen today at 7pm &amp; 10pm, then repeated tmrw at 8am, 12.30pm and 4pm. ",NEGATIVE,,,,,,LABEL_0
they just wanted to suck my toes ,NEGATIVE,,,,,,LABEL_0
"@melattree Agreed. IMO, listening on twitter is NB. @garyvee 's videos discuss this quite a bit. Some really cool points. ",POSITIVE,,,,,,LABEL_0
my bday month!!! the month has been good so far (lol 2 days..) off to Seattle for the day... ,POSITIVE,,,,,,LABEL_0
@BellaKavner98 Unfortunately i am at work  what time is it there ? xx,NEGATIVE,,,,,,LABEL_0
missing my loves ,NEGATIVE,,,,,,LABEL_1
@pennykennedy it's not summer yet! ,NEGATIVE,,,,,,LABEL_0
Cannot sleep. Wish people didnt have to get sick ,NEGATIVE,,,,,,LABEL_0
Systems report My Academic Resource System and Utilities requests maintenance. ,NEGATIVE,,,,,,LABEL_0
ewww if i work at fazoli's i have to year a viser...and ugly shoes...and a pony tail...and no nail polish ,NEGATIVE,,,,,,LABEL_0
Rule of Rose has ruined violins for me. ,NEGATIVE,,,,,,LABEL_1
Oh and p.s. Good morn world  and good morn bff who we wake up everyday w/ our meaningless chatter lol,NEGATIVE,,,,,,LABEL_1
"hi, what a glorious day. shame my garden looks like its been in the middle of the blitz, no where to sit ",NEGATIVE,,,,,,LABEL_0
gonna watch @Lzne buy her 120GB ipod. Me want too!!! ,NEGATIVE,,,,,,LABEL_0
Waking up. No work. Makes today feel like Saturday which makes going to work tomorrow hard ,NEGATIVE,,,,,,LABEL_1
@kristastic I'm itching everywhere because of it. ,POSITIVE,,,,,,LABEL_0
Does anyone play armored core online anymore...i feel so lonely....    ,NEGATIVE,,,,,,LABEL_0
I just saw this menu for dressed and I want some rite now too bad their closed ,NEGATIVE,,,,,,LABEL_0
@rayoccg try getting stopped by a cop.  What happened to hiking? Lol,NEGATIVE,,,,,,LABEL_1
"@uwillbeheard yeah I know! , that's why I haven't been able to find a job yet ",NEGATIVE,,,,,,LABEL_0
most of the food prep is done - one of the kids will be here - will miss the others. ,NEGATIVE,,,,,,LABEL_0
@curiousidiot: you have a tree house?*gasps* i've always wanted one. My yard was never huge. ,NEGATIVE,,,,,,LABEL_0
Is it wrong to take pictures of a firetruck funeral procession?  If so I'm a jerk.  Although I did it before realizing what was going on. ,NEGATIVE,,,,,,LABEL_0
@Honeedipps Yeah. I gotta be up at 7am for my boxing class. ,POSITIVE,,,,,,LABEL_0
I walked past the Napier Police Station today... saw all the flowers under the flag (from the Memorial Service for Len Snee) i teared up ,POSITIVE,,,,,,LABEL_0
@mikeyway he forced me to third ,NEGATIVE,,,,,,LABEL_1
I like weekends cause you don't have to feel guilty for how unproductive you are being! ,POSITIVE,,,,,,LABEL_0
just left @HeartBreakV but I didn't wanna  I was havin fn wit my ...,NEGATIVE,,,,,,LABEL_0
"Mother's Day dinner at Phoung Nam was o.k. Upset w the service, but the food never lets us down. Didn't have 7 Steps to Heaven #159 ",POSITIVE,,,,,,LABEL_0
"300th update  it's weird i started tweeting at prelim leave and now i'm at 300 at actual study leave. I'm off to do some english now, fun.",NEGATIVE,,,,,,LABEL_0
I resisted...will enjoy my software update... ,NEGATIVE,,,,,,LABEL_0
@JohnnydramaRM... seems like most of mine are outta pity... cuz I'm an unemployed asshat still. ,NEGATIVE,,,,,,LABEL_0
@upandatthem You don't have to like everything everyone writes about... ,POSITIVE,,,,,,LABEL_0
@fiddlecub Harry Cocker?  Yeah I was worried that bubble would burst...  ,NEGATIVE,,,,,,LABEL_0
so tired  ive had like 7hrs sleep the past 2 nights...not goooood. sleep time now me thinks!,NEGATIVE,,,,,,LABEL_0
@NILANTI I'm never gonna meet you! This must be a sign   btw holla if u need some couseling,NEGATIVE,,,,,,LABEL_1
@angelapanagacos you...but...but...   naaaaaaaaw. I guess at least you're the FIRST to leave Oz :],NEGATIVE,,,,,,LABEL_0
@t_isfortammy Going out in Northbridge makes me jealous of you. I'm stuck in packing for an apartment move and finishing some work  FAIL!,NEGATIVE,,,,,,LABEL_0
"@kelveggie22 Aww, sorry about what happened kelsey. ",NEGATIVE,,,,,,LABEL_0
Trying on hats at Granville Island. I look V cute in a Derby  Cute isn't enough justification for a $85 hat though ,NEGATIVE,,,,,,LABEL_0
Makes you wonder..  ,POSITIVE,,,,,,LABEL_0
@msdrea1983 Don't count on it ,NEGATIVE,,,,,,LABEL_0
"so today, i thought i was off too town, to get a new webcam, but it turns out, im getting dragged on a bikeride! hmf! ",NEGATIVE,,,,,,LABEL_0
@andgoodbye I had hope to get tickets to see Passion Pit ,POSITIVE,,,,,,LABEL_0
@inkt_angel Mine does to! ,POSITIVE,,,,,,LABEL_0
I wish I were at my friend's wedding right now  ,NEGATIVE,,,,,,LABEL_0
@KellyMaree91 hey kelly smith! i can start my art tmr  arent u proud?,POSITIVE,,,,,,LABEL_0
"@charduck I think it's the weather, Char. It's been thundery and 'heavy' and I've had a constant headache! ",NEGATIVE,,,,,,LABEL_0
