review,pred_label
thought the movie was ok but very disappointed that they don capture the true image of his life was so anticipating to see his mother being an actual jamaican that it driving me crazy just watching the beginning of the movie told me that the movie was not accurate which completely lost interest just matter of seconds from the beginning of the movie very disappointed that like watching biography story on mark anthony and having arnold play the part don know what the writer was thinking missing valuable piece of the movie which sure his mother played huge role in his life will say the movie was ok besides the major fla,0
sorry for jean after having such good original movie to be followed up by perhaps his worst movie in is career this movie was shot down terribly by horrible acting jobs by goldbeg romeo and whatever that computers name was also some scenes may have been just little unnesicary truly bad movie,0
have looked forward to seeing this since first saw it listed in her work finally found it yesterday 2 13 02 on lifetime movie channel br br jim larson comments about it being sweet funny story of 2 people crossing paths were dead on writers probably shouldn get bonus everyone else sro for making the movie br br anybody who appreciates romantic movie should see it br br natasha screen presence is so warm and her smile so electric to say nothing of her beauty that anything she is in goes on my favorite list her tv and print interviews that have seen are just as refreshing and well worth looking for br br god bless her her family and future endeavors br br this movie doesn seem to available in dvd or video yet but would be the first to buy it and think others would too,1
this film is fine example of why the shaw brothers are among the finest directors probably the best in the kung fu category the movie is well paced the story is excellent and intriguing and while the humor may not be in your face it is nested within the character interactions once the story builds up and the characters begin to assess the situation does the whole tower come crashing down in one of the best fight scenes tiger crane and crab hung gar are very present there is even scene that mocks 18th century western social events and ends with clever and entertaining fighting the movie ends with sudden cheesy moment but if you are fan of the shaw brothers you ll understand that the cheese is just topping and not the main course of the movie,1
to call movie like thinner bad is like calling the earth round or pauly shore un talented no news but how they got that way is what people want to know br br as far as this movie the book was good even if it was little derivative of other stories from the be careful what you wish for genre burke plays an overweight lawyer who kills the daughter of gypsy and is cursed by her father constantine from tv room 222 to several pounds day br br like said it starts out good but why involve the mobster mantegna why fire automatic weapons so much why turn it into something so heavily dependent on fx thought it would have been much more effective if it focused more on the subtle ramifications of weight loss crazes diseases death gypsy lore and such br br but no it not to be remember this is stephen king we re talking about br br and the ending almost the same as the book but little too talky in fact the whole movie talks too much feeling it has to explain every plot turn to us not that expected the dead zone but could have done without another pet sematary thanks anyway br br one star for at least trying to do halfway decent makeup job however the rest of the movie is left to be say it with me thinner,0
the pilot of enterprise has one thing that has been lacking since the original star trek dose of realistic flawed personalities the utopian characters of the next generation got tiring they were so noble as to be unbelievable also like the sub plot that humans are bitter toward the vulcans its funny seeing them as pretentious snobs it makes me look forward to seeing when the humans become the dominant race between the two though don think it would work in the time frame of the show the only negatives that jumped out at me were the quick cut off the ending at 2 hours feel of the end which is common among many of the trek shows the second was the shameless dig for ratings by couple of senselessly sexy scenes it was out of place good science fiction show should be able to stand on its own without trying to pad the pre teen audience with some skin but its not my job to make the show profitable so oh well br br lets see how the next episode does,1
rented this movie the other night because neither my girlfriend or myself had ever seen it even though we had heard from mutual friend how great it was br br now am pretty conservative in my views but knew going in it would be pretty liberal given who directed it figured before the movie started michael douglas would play compassionate popular liberal beloved by the masses and there would be stodgy conservative opponent as his antagonist but thought thats where the political statement would begin and end br br ok the plot was solid single president falls for lobbyist ok this has potential thought to be pretty entertaining since the plot was unique but then the movie turned into liberal infomercial the movie became more about gun control and environmental issues than it did about the relationship between the president and sydney annette bening br br there were several ridiculous premises in this movie 1 the character sydney playing this six figure lobbyist who is closer could she have been more flighty she was constantly disorganized and seemed in awe of everything hardly closer am an sales and she could not close selling glass of water to man dying of thirst br br 2 secondly is there anything more ridiculous than richard dreyfuss playing right wing fanatic this is the most liberal man in hollywood and her is playing some right wing ideologue give me break liked how he took his conservative character and made him as sinister as possible br br 3 the speech at the end was simply ludicrous the line about am proud card carrying member of the aclu was joke first no president would ever admit something like that being an active member of an ultra fringe group second why even bring something like that up you just alienated off over half the movie going audience who is moderate or conservative br br thought the plot was great and unique thought michael douglas was good choice as president but the movie went from being movie to left wing political statement which is why the movie failed br br its shame to see great plot ruined by hollywood having to force their political views on the audience,0
doesn this seem somewhat familiar oh wait that right 90 of the jokes in this movie have already been done in the tv series what the point in repeating yourself you may ask is it for the benefit of the americans who haven seen the programme did the scriptwriters run out of inspiration or maybe everyone on set suffered sudden attack of amnesia and forgot they covered this ground already either way for someone who has sat through the first three series this was just really boring had to turn it off during the tablets that turn your water green part yes it is very funny but give us something original for goodness sake actually if the best new stuff you can come up with is leonard rossiter take on saturday night fever you can forget it br br the guy they got to replace the late richard beckinsale is lookalike alright but not half the actor personally would exorcised the role as mark of respect to him or better yet not bothered making the film at all and just let the hilarity of the tv series speak for itself but no they couldn do that not as long as there was money to be made sad really 4 10,0
br br so not being poet myself have no real way to convey the beauty and simplicity of this documentary the effortless motion of goldsworthy as he molds natures beauty into his own work is captivating watch him stick reeds together in web hanging from tree in close up for few minutes while he speaks of his work and then receive the payoff when the camera cuts to the wide shot be amazed by the ease with which he operates and then realize the futility when slight breeze knocks down the entire web br br the genius of goldsworthy seemingly knows no bounds as his inspiration is nature itself it is in the essential change of nature where his work though complete in its own sphere is made whole,1
seriously this film is not steve guttenburg is constantly forcing his tough guy dialogue and then giving everyone the evil eye all the time he just wasn believable he seems like he trying to be badass and he sucks at it just remember him as the millionaire dad with the olsen twins in it takes two so this is big change rented this film for sean bean and he dies as usual only this time he didn get impaled on boat anchor patriot games smashed by giant satellite dish goldeneye or get run over by cows the field he just got shot real quick like and civil and that was all got from this film that they didn kill him off in an extremely grotesque and morbid way how sad is that was only watching it for the 3 seconds that sean was in it and then the rest was rubbish actually tried to watch and understand the plot but there really wasn one seemed little like mission impossible with the hole oooooo there mole it the leader of the group and no one expected it let trap him let frame the underdog good guy so we can get away with it cliched and tired this movie was waste of time,0
in famous essay he wrote about charles dickens george orwell points out that many readers always regretted that dickens never continued writing like he did in pickwick papers that is he did not stick to writing funny episodic novels for the rest of his career this would not have been too difficult for dickens his contemporary robert surtees did precisely that only concentrating on the misadventures of the fox hunting set mr fancy romford hounds is title of one of his novels among hunters and horse lovers surtees still has following but most people find his novels unreadable dickens was determined to show he was more than funny man and don forget his first book sketches by boz was also funny book so dickens third book is oliver twist which got pretty grim at points orwell says that for any author to grow they have to change the style of their books dickens would definitely and successfully have agreed to that br br but orwell overlooked the genre writer who transcends his fellows surtees as said is genre writer concentrating on hunting but not everyone is interested in hunting but wodehouse saw himself as an entertainer poking fun at the upper reaches of the british social system his earl of emsworth is prouder of raising the finest pig in england than being well earl of emsworth his psmith is always prepared to counterattack when he is supposed to be submissive to an unfair superior his stanley uckridge will always have perfect scheme that should net huge profit but always manages to come apart at the end and best of all his jeeves will always put his brilliant brain to work rescuing the inept bertie wooster his boss since wodehouse had limited view of his mission as writer he was there to do cartoon figures of fun for the entertainment of the world his books never lost their glow they served and still serve their purposes in fact compared wodehouse with his far more serious contemporary evelyn waugh who also wrote funny books but of more intellectual type the best of waugh remains among the high points of 20th century british literature brideshead revisited decline and fall and the rest but in his determination to make his points if his points failed to interest the reader the book frequently collapsed for every vile bodies there was some failure late in his career like the ordeal of gilbert pinfold while wodehouse could do lesser hack work too his falling did not go as far as waugh did br br wodehouse also was gifted lyricist when you hear bill in the score of showboat it is not kern and hammerstein tune but kern and wodehouse tune transposed from oh lady lady dozen years earlier he was handy dramatist too so it is pleasing to see that he took his novel damsel in distress and turned it into the screenplay here br br it has the normal wodehouse touches that perfect butler keggs reginald gardiner in wonderful performance is scoundrel in rigging friendly gambling game of chance among the staff of the stately home he heads he is also unable to refrain occasionally from singing italian opera despite constance collier attempts to control his impulse this is typical wodehouse characterization so is the way the love affair between lady alyce and jerry keeps going well and going down due to the antics of keggs and young albert both of whom want to win that game of chance pot of cash wodehouse always does that type of plot switch with antagonists switching their point of view depending on their present state of interest br br wodehouse was also lucky here to have burns and allan to work with it is generally considered that of all the films they made as supporting actors together such as six of kind and we re not dressing george and gracie did their best support with fred astaire the fun house sequence which includes the song stiff upper lip is wonderful as is an earlier sequence where the three do whisk broom dance that astaire learned from burns but gracie marvelous illogical logic is used by wodehouse in scenes with gardiner see how she manages to confuse him into giving her more money than her change deserves to be only albert happens to notice keggs gardiner mistake and looks at gardiner as though he either stupid or mad her dialog with lady caroline collier son reggie ray noble the british band leader leading him to imagine that he will marry her but saying goodbye to gracie as she drives off with george to get married is wonderful too br br the film supposedly failed at the box office because of the lack of ginger rogers in it and the weakness of joan fontaine fontaine is not doing remarkable job in the role but the flaw is really wodehouse he don make the character very interesting but the film can stand without that given the other performers and their characters gershwin music and wodehouse marvelous sense of fun,1
in 1987 john hughes wrote and directed planes trains and automobiles which was hilarious and poignant comedy the best thing he ever done ten years on he reduced to again recycling the plot of home alone in this second sequel which is not connected to the other films but is equally uninspired and sadistic the four crooks that right four and one of them is girl congratulations hughes for introducing this revolutionary change to the series are electrocuted with metal chairs brained with barbells and blinded with paint ha ha ha haaaaaaaa ha while the new kid is even less charming than culkin you think that the departure of almost all the key players from the first two films would stop hughes from fossilising the same old routines but the only surprise is that not even he turned up for home alone 4,0
consider myself huge horror movie fan one night wanted to just rent some newer horror movies to make fun of then rented milo was so surprised by this movie it scared the hell outta me that not something can say very often usually halloween only scares me br br two other friends watched it with me and were left with disturbed feeling good feeling if you ask me after watching horror movie if you are unaffected then what the point br br this movie was original it follow the normal guidelines of horror movie that why movies like valentine bombed for me br br of course many are left with unanswered questions as most horror movies do it is worth the rent though,1
was never big fan of horror movies they usually try cheap tricks to scare their audiences like loud noises and creepy children they usually lack originality and contain overacting galore the only horror movie like was stir of echoes with kevin bacon it was well acted and had great story but it has been joined and maybe even surpassed by stanley kubrick the shining quite possibly the scariest movie ever br br the movie follows writer jack nicholson and his family who agree to watch over hotel while it is closed for the winter there were rumors of the place being haunted and the last resident went crazy and murdered his family but jack is convinced it will be ok and he can use the quiet to overcome his writer block after months of solitude and silence however jack becomes grumpy and later violent is it cabin fever or is there something in the hotel that is driving him mad br br one of the creepiest parts about the movie is the feeling of isolation that kubrick makes the hotel is very silent and the rooms are huge yet always empty it is also eerily calm when jack son is riding his bike through the barren hallways jack nicholson performance is also one of his very best scaring the hell out of me and making me sure to get out once in awhile my favorite scene is when he is talking to ghost from inside walk in refrigerator br br the shining is tops for horror movies in my opinion beating the snot out of crap like the ring and the blair witch project it may be oldie but is definitely goodie 8 10,1
have vague memories of this movie being funny br br having seen it again either have changed or was thinking about another film altogether br br it seems as if we are supposed to be sympathetic to jackie mason character however nothing in the movie actually engenders that emotion its notable that he is really the only person accorded tender dialogue with loved ones no one else character is allowed to rise to the status of even vaguely human br br don even like golf but as the film went on found myself really rooting for robart stack and the club guys really hoping they would repel mason and chevy chase,0
this movie looked like it was rushed to release for some reason definitely not well made movie so unbelievable the scenes where the president holbrook were downtown and walking among the people were farce there would not be chance for the common folk to be within 30 yards of the president in that situation in real life if it for the blood and profanity this was shot like tv movie it could have been decent if it was done differently holbrook president talents were never realized in this movie shatner acting is okay the production values in this movie leave lot to be desired overall think most people would be better off not wasting time to watch this affair,0
in the funeral of the famous british journalist joe strombel ian mcshane his colleagues and friends recall how obstinate he was while seeking for scoop meanwhile the deceased joe discloses the identity of the tarot card serial killer of london he cheats the reaper and appears to the american student of journalism sondra pransky scarlett johansson who is on the stage in the middle of magic show of the magician sidney waterman woody allen in london and tells her that the murderer is the aristocrat peter lyman hugh jackman sondra drags sid in her investigation seeking for evidences that peter is the killer however she falls in love with him and questions if joe strombel is right in his scoop br br scoop is another great woody allen comedy outside manhattan actually again in london his ironic and witty lines are simply fantastic and laughed lot inclusive with his fate of hero in country where people drive in the wrong side sid waterman is extremely funny and woody allen is in an excellent shape as comedian however his present muse scarlett johansson of whom am big fan has over acting and is annoying in many moments changing inclusive her accent to histrionic pronunciation her character is absolutely silly and promiscuous and was quite disappointed with her performance probably for the first time in her filmography but this supernatural comedy is still hilarious and worthwhile entertainment my vote is eight br br title brazil scoop grande furo scoop the big scoop,1
saw this again recently on comedy central love to see jean schertler memama and emmy collins hippie in supermarket cast as mother and son in film it would probably be the weirdest flicker ever made hats off to waters for making consistently funny film,1
yes give it 10 because compare it not only to others of it kind but also to the dreck one is bombarded with on daily basis in what laughably called today popular culture that aside the film is beautifully cast as has been stated elsewhere and gives us fairly good look at popular theater of the late 18th and early 20th centuries no small coincidence is that many of the plays that olcott played in involved similar plot boy meets girl someone objects usually the father or some authority figure boy struggles boy wins girl the was actually known at the time as chauncey olcott act no coincidence too that john ford directed one he called it the quiet man and my wild irish rose is in itself chauncey olcott act great stuff no anyway great songs great stuff enjoy br br ps after seeing the film like to know more about bill scanlan found an obit that said he quit mauvorneen as result of insanity replaced as in the film by chauncey olcott and died in an asylum several years later but he had been apparenlty very big star in his own right who wrote songs and plays and had plays written for him br br anyone know more,1
anastasia the mystery of anna was two part star studded historical movie based on the peter kurth book anastasia the riddle of anna anderson it keeps up historically pretty much names are changed etc but sticks to the real story quite well omar sharif and claire bloom do quite well as the russian royals czar nicholas and czarina alexandra what stuck out in my mind was the all too short portrayals by rex harrison and olivia de havilland all in all it was pretty classy production with some fine acting was quite awestruck by the production values when it first aired on nbc in late 1986 also starring was the fine german actor jan niklas who had previously starred in nbc other russian epic peter the great br br felt that part 2 skipped over some important details of anna anderson trip to america it important to know too that in 1986 less was known about the anna anderson story back then it was still not known whether her claim to be the grand duchess anastasia was genuine by the late 1990 more was known and anna anderson is now reputed to have been fraud br br too bad the networks aren making fine made for television movies like this anymore,1
you think you re in for some serious sightseeing when the premise of the movie takes place primarily between two characters as they travel 3000 miles or so from france to saudi arabia going through most of europe italy bulgaria croatia slovenia turkey before arriving in the middle east but this is not tour and there are no stopovers for soaking in the sights br br reda father is in his twilight years and wishes to do the haj however since walking and taking the mule is out of the question he chooses to travel to mecca by car he can drive and therefore enlists the help of reda to his son protest to get him there in their broken down vehicle br br but reda doesn see the point of having him go along when his dad could opt for the plane he resents the idea of having put his personal life on hold for this pilgrimage he couldn understand and hence we set off in this arduous journey with father and son being not the best of pals br br the beauty of this movie is to witness the development of the father and son pair the challenges they face the weird people they meet having to duke it out in varied weather conditions and alternating rest stops between motels and sleeping in the car we see an obvious generation gap in them trying to communicate to each other the father trying to impose on his son and the son trying to assert himself as an adult but circumstances we see reveal that reda is quite fish out of water through the many encounters they actually team up quite well despite their differences br br it perhaps quite apt to have this film released here last week to coincide with hari raya haji and having the opportunity to watch our protagonists join the other pilgrims in their haj the final scene in mecca is truly sight to behold and you too would feel the claustrophobia and fear as reda tries to hunt down his dad amongst the thousands of people congregating the sights of europe were perhaps deliberately not dwelled upon so as to build up the anticipation of and focus on the final destination br br it certainly rang home the thought of telling and showing loved ones how much you appreciate them for who they are don miss this and yes book early was pleasantly surprised that this evening session was still full house,1
everyone is entitled to an opinion the only critic who counts is yourself think this is great movie much better than the original br br in caddyshack rodney dangerfield is funny but obnoxious he was asked to do the sequel but things got in the way jackie mason shows the saying that less is more he is funny but man with real family issues more rounded person it no drama but movie that makes you feel actually in some points you feel sorry for jackie mason especially when his daughter walks out on him br br it has good soundtrack and overall good sorry good end to the series br br in the tv show alf alf says that he cried in terms of endearment the wife kate tanner played by anne schedeen also says he cried at caddyshack 2,1
glad they finally released it on dvd bought the video tape years ago and watch it at least once or twice year br br grammer has wry wit about him that really makes this movie success its formula is certainly not original but it very funny nonetheless am very surprised that it didn receive higher in the ratings br br it ranks as one of my all time favorite comedies it just fun little flick that makes you feel good and sometimes that all movie is meant to be,1
as youth pastor heard good things about this movie then watched it the acting wasn the best that forgivable it the message that not give jesus your life and everything will change you ll tackle better make amazing catches stop fumbling start making touchdown passes and even make the playoffs all because jesus magically turns horrible undersized weaklings into all american athletes laughed out loud when coach quoted scripture to explain to the kicker why he was missing field goals but wait that not all you ll get brand new truck 6000 raise and you and your wife struggle with infertility will suddenly end in pregnancy twice then you ll win the state championship because god helps weakling kick the winning field goal 12 yards further than he ever kicked before and into the wind no less all because god wanted him to make it then you ll win the state championship again the next year none of this good stuff would have happened if the team hadn chosen to follow jesus will all their hearts br br here what took away from the movie god can do anything he wants to do whenever he wants to do it and it all about making our lives better easier and more enjoyable he chooses his favorite team and helps them win games which bible is this story based on ll bet saint stephen wished he known the keys to such safe life before he was stoned to death someone should have made this movie before 10 of the 11 apostles were killed for following jesus it would have saved them all lot of trouble,0
the last person who dies before new years is cursed to drive the phantom carriage for whole year picking up the souls of the dead br br saw scene from this old silent swedish horror film on youtube and decided to track down the whole movie it was well worth the work finding it because it an absolutely amazing movie for the time it was made it has wonderfully eerie atmosphere the old time horror film makers really knew how to create the perfect atmosphere sadly many of today film makers don seem to understand how important setting and atmosphere are and go for the cheap jump scares the visual effects are excellent considering its date of production if you can find copy of this highly recommend giving it watch 9 10,1
bill crain rarer than rare slasher movie certainly doesn follow the standard stalk and slash guidelines that have become so essential of its counterparts the bogeyman this time around uses grenades and small arms as well as an awesome array of melee weapons sin that virtually unacceptable in most post halloween genre pieces but there still just enough familiarity to keep slasher buffs from checking the rule book and the plot never strays too far from the path that you ve grown to expect just as wally koz surprisingly decent 555 was seemingly put together with help from various members of his family mirage seems to have been joint production from relatives of the director looking through the credits noticed numerous crains listed in key positions throughout the construction of the feature but despite fairly good distribution across the globe the movie failed to make an impression either side of the atlantic and now it has become pretty much phantom of the vhs market nevertheless this only made it appeal to me even more and so strained my resources to track copy down br br it all takes place in the middle of the dessert which as sure you ll agree is hardly the most exciting location with that said though must admit that there certainly going to be no chance of any nosey john laws turning up unexpectedly four undeniably beautiful youngsters head out into the sand for night of debauchery and frolics that always seems to rub homicidal maniacs the wrong way chris jennifer mcallister and her boyfriend greg kenny johnson meet up with amusing new age hippies trip kevin mcparland and mary nicole anton at make shift camp site in the midst of the dune like wilderness greg older brother kyle todd schaefer and his buxom girlfriend bambi laura albert soon turn up to join the body count applicants in their quest for an early grave kyle used to date chris before his younger brother took the liberty of stealing his squeeze something that kyle doesn seem too keen to forget sound like motive for massacre well what did you expect before long an unseen someone driving truck with tinted windows joins the gathering with unique set of tricks up his sleeve will any of the kids survive to turn up for sequel br br have had trouble tracking down any information at all about this feature don even know if director bill crain is aka william crain the man behind midnight fear and blacula among others mirage certainly doesn appear on his official filmography so your guess is as good as mine judging by the credible work behind the camera have to say that find it hard to believe that this is the debut of man with no previous cinematic experience the film is stylishly photographed with some superb work from dp michael crain and the director boasts credible talent for building suspense when it necessary christopher biggs gore fx are imaginatively created and gruesome and kudos to the sleepy head over at the bbfc who inexplicably let this pass through uncut on usually stringent 18 rating couple of the murders are indeed extremely macabre one guy gets buried up to his neck in sand before coming face to face with grenade while another ends up literally legless after loosing battle with chain and pick up truck there also some black humor that surely unintentional we spend the majority of the feature seeing only the killer boots as he steps out of his vehicle and stalks the youngsters but when he revealed to hilariously resemble keanu reeves circa bill and ted bogus journey didn quite know what to expect thankfully crain knows exactly how to keep things creepy and the showdown is particularly mean spirited as the psycho taunts chris sadistically br br there are some surprisingly good performances on display from an extremely inexperienced cast the divine jennifer mcallister does superb job as the heroine and steers portrays off his rocker dementia with finesse the casting director chose wisely to pick some of the most beautiful females ever slaughtered in slasher cinema and it gratefully doesn come at the cost of thespian potential the soundtrack works well to build the desolate atmosphere of isolation which is carefully handled by director that should have been signed and nurtured by hollywood bigwigs watch out for the superb nightmare sequence that is truly horror film making at it freakiest br br mirage is good late entry to the cycle that was somewhat unfortunate to miss boom year placing amongst the slasher elite when you consider that this was made with just cast of seven and pick up truck you have to say that they did damn good job the flaws are numerous but never detract credibility from the net result unfortunately you ve probably got more chance of finding liquid gold in your coffee mug than you have of ever tracking down copy if you see this one covered in dust on the top shelf of your local video store then make sure you pick it up recommended,1
loved this movie knew it would be chocked full of camp and silliness like the original series found it very heart warming to see adam west burt ward frank gorshin and julie newmar all back together once again anyone who loved the batman series from the 60 should have enjoyed return to the batcave you could tell the actors had lot of fun making this film especially adam west and ll bet he would have gladly jumped back into his batman costume had the script required him to do so told number of friends about this movie who chose not to view it now they wished they had have all of the original 120 episodes on vhs now this movie will join my collection thank you for the reunion adam and burt,1
put this movie on not expecting much other than movie gore fest thankfully was presented with very well made film that built up the suspense and managed to maintain it throughout its run time this was an impressive achievement the acting was solid creating characters that you cared about and related to and although some may find the film slow it did force you to think about what you would have done in the same situation added to this there was some fine camera work and the directors pulled it all together admirably an excellent effort then that is well worth your time if you prefer development and suspense over gore,1
having seen only once and in the dawn hours can seem to forget this haunting film mix of mystery suspense and heartbreaking romance it reminds me of vertigo the actors though not that well known are good especially joan hackett in one of her best performances you believe in her in her love in her newfound quest for freedom brought by her love and in the end in her overwhelming pain the plot is ingenious and compelling and does not stretch credibility the direction and technical stuff certainly could be better but they do not compromise the overall effect and it has one message don let revenge blind you you can became its last victim real pity it has not been remade but perhaps it is period piece better left alone,1
un gatto nel cervello or nightmare concert as it more commonly know amongst english speaking audiences starts as horror film director lucio fulci played by the man himself lucio fulci goes to lunch after filming very gory violent scene however he orders steak has horrible vision relating to cannibalism the grotesque visions hallucinations dreams continue begin to affect his mental state fulci decides to seek help contacts professor egon schwarz dvid thompson for psychiatric help schwarz claims that fulci cannot separate fantasy from reality agrees to help him however schwarz has more sinister ulterior motive as serial killer starts to brutally kill prostitutes fulci thinks he might be responsible br br this italian production was co written directed by lucio fulci who also stars in the film as horror film director named lucio fulci which doesn really feel like lot of effort went into it anyway un gatto nel cervello is gory if nothing else for that alone rather liked it the script by fulci john fitzsimmons giovanni simonelli antonio tentori is nothing more than threadbare excuse to edit together lots of gory footage from other italian films it serves it purpose well enough suppose to see fulci on screen has certain fascination if your fan of his or are familiar with his films the ending is very rushed almost as if they ran out of money as it just has policeman telling fulci they killed the killer that it another thing about that ending when the two cops put the white sheet over the dead killer in the field then they walk away leaving it there without any other police presence mean would the police in italy just leave dead body in the middle of field on it own it moves along at good pace if you like your gore then you have to see this although if you don like gore then you ll hate it with passion it all depends on your disposition so the choice folks is yours br br director fulci was never the most artistically adept filmmaker it shows here as his footage is bland flat looks like it was shot for tv the footage from the other films 7 in total doesn match the stuff fulci shot it is obvious that this has been pieced together from different films if your looking for gore you ve hit the jackpot people are dismembered with chainsaws put through meat grinders faces are melted there are few decapitations there are some slit throats someones body is gorily crushed under car tongue is ripped out someone has their throat crushed as wheelchair runs over it there are loads of stabbings someone has their guts removed with hook there rotten corpse complete with maggots someone hand is cut off someone has their head bashed in their eye falls out gory death by piano wire as it slices through someones throat there are loads of severed limbs gallons of blood splashed around scene of some cats eating brains there more as well having said that some of the special effects are bit fake look cheesy br br with supposed budget of around 100 000 it shows this is pretty cheap looking it has no visual style or artistic merit but then again why would you want those when you can see nazi orgy sequence wall to wall gore the acting in this is terrible including fulci br br un gatto nel cervello is top film if your gore hound like me however if your looking for something with little bit more substance or indeed any substance then this ones not for you this is the sort of film which divides people straight down the middle you ll either love what it does or hate it,1
ok so it owes pulp fiction but in my opinion has it own voice and identity mainly because of the music video direction style sketch like narrative and great performances thomas jane delivers great the drug dealer show down is extraordinary aaron eckhart likewise james legros has short and effervescent appearance great humor they got the wong house the porzikova interrogation and rape scene is memorable as is mickey rourke cameo appearance take peak br br great hollywood popcorn production with strong performances of level aspirants and renegades rourke br br well take peak it worth,1
this is my all time favorite fred astaire and ginger rogers film the dialogue between the two is so cute and funny and very clever not to mention this film contains some of the best songs recorded by the two like putting all my eggs in one basket and let face the music and dance if remember correctly this was the film that introduced me to fred astaire so suppose because of that it will always hold special place in my heart sorry for the sentimental cr but woman so get over it all in all this film gets an 8 10 from me the choreography was superb and also the fact that lucille ball is in it makes it even more awesome,1
written by someone who has been there you can tell but only if you ve been there excellent performances by meryl streep of course renee zellweger and william hurt br br many people have said that it is about dysfunctional family think every family is dysfunctional when they are facing this kind of torment to not be dysfunctional would be dysfunctional you are losing your family as you know it can anything be worse people need to see this movie so when they are faced with this nightmare maybe they will change how they do it maybe they will see that the father is denying himself valuable time he ll never get chance at again maybe they will realize how hard it is to die or to watch someone you love die they didn miss much of the nightmare it hard to forget,1
8 2008 when originally wrote my comments shortly after first seeing this film took critical view feeling that lemmon and matthau had basically phoned in their performances which paired them in manner they done several times previously br br but upon seeing it again it seemed different especially in view that neither of the two main mega stars lived great deal longer after its release br br with the exception of spiner all of the eight principals are performers with considerable experience and likewise unavoidably lot longer in tooth than we ve seen in many of their other film and work but isn almost everyone br br seeing it again while it certainly won be regarded as classis in any of their careers it is fun film with lot of interesting scenery as well br br from my viewpoint it reminds me that many films plays etc can often be looked at either from very critical viewpoint or looking instead to the lighter side without expecting film to be another citizen kane casablance or in terms of the two leads another original odd couple it also will provide continuing piece of nostalgia for lemmon and matthau as well as the others in the cast,1
nb spoilers within this great movie is about so many things all of them successfully sci fi time travel unstable psychologies dystopian society the what is real syndrome gradual undermining of belief systems worldwide bioterrorism and nascent love story br br the ramifications of the story twisted time line stir up loads of heated debate witness the discussions within this site or as an extreme check out the dissertation at www mjyoung net time monkeys html whew such temporal emphasis speaks mostly to the brilliant plot coming from the magnificent work of writers david and janet peoples not to mention the inspiration of chris marker la jetee without doubt this is one of the most successful fascinating time travel movies ever conceived but there are many other levels speaking here br br the movie real genius is to focus on the nasty side effects of time travel in the mind of james cole bruce willis doing the best work of his career here his journey progresses from gung ho vaccine hunting warrior to gradually unhinged victim and back again the other broad sweep of the story increasingly emphasizes the personal tale between james and dr kathryn railly the wonderful madeleine stowe love the simultaneous shifting opposing viewpoints of these two characters for me it all comes to head in the fleabag hotel room scene by this point james once gripped by an unshakable determination now slumps in utter doubt about his own reality while dr railly the cool and rational scientist has finally become wildly convinced after absorbing james proofs of his horrific predictions her desperation to get through to james and hang on to the mission shows how far she come br br gilliam makes us care about these characters especially through the crescendo of tension threading their lives the balance held between emotional roller coaster and mounting sci fi puzzle thriller is exquisite and the denouement at the airport is heart poundingly intense because we see it coming so clearly through james dreams it is here just after james has decided to quit the whole mess and is fighting his insanity more than ever that he steps back up to the plate and does what is necessary for mankind see jose and the gun just before this the references to hitchcock vertigo and identity switching confusion are brilliant this is movie to be hashed out between thinking people it not only holds up under repeated viewings it demands them twelve monkeys is intelligent provocative bizarre funny and suspenseful stuff br br the supporting cast is excellent especially brad pitt stealing all of his scenes and showing great flexibility as jeffery goines crazed and spoiled but ever the survivor and there is david morse as dr peters interesting how the movie simply leaves to the viewer his wicked motivation and christopher plummer as dr goines but the biggest accolades belong to terry gilliam surpassing here just barely his outstanding brazil lots of parallels of course especially the lonely combatant trying to escape his crumbling surroundings lunacy within lunacy without every frame of this movie has his unique stamp and tone the soundtrack is terrific too br br this is one of the great achievements of the 90s true favorite of mine and sure to hold up for long time to come,1
as an adult am grateful to have caught this movie by chance when was teen during the time was experiencing familial problems this particular movie managed to capture what was seeing from closeted world how much peer pressure is too much actually had to purchase this movie because it reached me on level unlike most films try to reach an audience how far might an individual go for social acceptance who is the bad crowd teenagers do struggle trying to find out the answers to these questions but ultimately who is the pack leader if there must be one is it the strong the beautiful perhaps the person we just all seem to like could it be the moral character as far as the movie goes the cast worked together as if it were predestined only hope that more directors and producers try to create piece of work that reaches all of us like this particular movie reached me wish could vote higher than ten because this particular title deserves much more,1
when many people say it the worst movie ve ever seen they tend to say that about virtually any movie they didn like however of the nearly 700 movies can remember ever seeing this one is one of two that walked away from feeling personally insulted and angry this is my first movie review by the way and registered with imdb just to rave at this movie badness went to see it when it was in the theaters myself and my two buddies were 3 of 5 people there and after 15 years can remember very many specifics but my attitude upon leaving the theater is still crystal clear br br spoiler alert br br oh my where to begin fat loser left at altar goes on ski weekend meets blonde bombshell who takes an interest in him takes him home to meet the family they re all cannibals and he the main course pathetic attempt at dramatic escape kicks all their butts and runs off with the brother girlfriend they live happily ever after puke firstly the gags are so bad that it took me while to understand that they were trying to be funny and that this was comedy the special effects what few there are look like they were done 15 years earlier the big dramatic ending was so hokey and poorly acted that it was nearly unbearable to watch he knocks out the entire cannibal family with rakes laying in the lawn that stand up tom and jerry style when they step on them sure that there much much more but have no intention on seeing it again for refresher,0
